ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
77,311,103,39,98,6,6,42,1,36,0,0,46,73,5,4,1,69
80,216,84,33,100,7,8,33,2,27,0,4,2,140,3,1,0,57
57,263,81,45,100,0,8,70,3,29,6,0,71,89,9,3,5,100
61,190,118,34,82,5,6,34,1,50,19,0,97,78,6,4,4,100
83,122,35,11,100,7,8,11,0,36,0,0,2,32,2,1,0,50
66,183,78,32,86,6,2,0,3,19,0,1,33,19,7,3,1,65
68,182,77,24,88,4,6,24,0,38,0,0,29,75,4,3,0,58
65,87,46,18,100,7,8,20,3,16,0,4,39,32,3,1,1,40
85,149,63,15,100,7,8,15,1,40,0,2,5,32,1,3,0,44
60,16,12,2,100,7,8,3,1,100,0,0,62,89,20,2,2,100
83,183,81,18,100,7,8,32,0,61,7,1,3,67,1,4,0,63
82,221,77,40,98,6,6,40,1,15,-7,0,4,32,2,-8,0,15
72,162,54,15,95,6,6,14,8,21,-7,1,40,57,10,2,1,92
78,183,102,12,86,6,6,0,2,57,-7,0,16,101,3,4,0,89
83,158,83,27,100,7,8,31,1,71,0,1,1,66,2,3,1,63
67,171,23,23,100,7,8,23,4,13,-7,1,65,92,12,2,4,79
39,80,11,0,0,0,2,11,1,0,0,4,62,32,20,-8,2,90
47,204,100,25,89,0,6,28,0,21,-7,1,76,32,9,1,3,85
63,235,123,4,44,6,4,9,1,44,7,0,1,48,1,2,0,60
83,287,91,26,100,7,8,27,3,42,1,1,11,71,3,2,0,58
89,447,136,6,100,7,8,7,1,43,11,0,13,32,1,1,0,67
83,183,53,25,100,7,8,26,2,4,-7,1,18,32,5,1,0,55
83,344,130,65,95,6,5,68,3,18,6,0,4,21,5,3,0,31
55,189,81,35,78,0,2,42,0,44,0,3,67,36,5,2,1,64
86,142,75,18,100,7,8,19,1,37,10,0,2,32,3,1,0,57
85,322,90,39,100,7,8,39,1,10,0,0,7,32,4,1,0,42
58,53,21,12,100,7,8,12,3,33,0,3,93,96,5,1,2,75
67,48,38,2,67,3,5,3,0,0,-7,3,5,32,1,-8,0,50
75,160,85,20,91,3,5,25,1,16,0,0,2,28,5,2,0,58
81,178,52,13,100,7,8,15,1,33,0,3,7,75,3,1,0,57
69,189,84,34,94,0,2,36,1,8,0,1,11,32,3,2,2,29
65,330,113,17,89,6,6,21,2,16,0,1,54,100,5,1,2,78
63,322,92,13,80,6,5,15,2,13,-7,1,72,32,4,2,4,55
82,233,96,15,100,7,8,17,0,65,-7,0,45,71,4,1,0,83
80,172,92,21,100,7,8,22,2,27,0,1,37,32,4,1,1,83
73,407,72,29,90,4,6,59,2,10,1,4,0,56,3,1,0,31
70,143,55,20,100,7,8,20,2,45,0,1,43,88,6,3,2,100
66,409,138,18,85,6,6,20,2,25,0,0,55,32,7,-8,1,80
65,271,92,24,92,4,6,24,2,42,0,2,31,45,8,3,1,73
56,53,114,3,75,0,2,4,0,0,-7,0,101,32,4,-8,2,100
93,95,131,8,100,7,8,2,1,0,-7,0,1,32,3,-8,0,38
57,180,98,19,74,0,6,21,1,21,0,1,21,95,9,1,0,71
75,61,21,17,94,5,7,17,7,29,0,1,13,32,5,3,0,53
72,79,43,13,100,7,8,13,2,54,-7,3,84,32,3,1,1,80
72,150,57,36,100,7,8,40,7,8,1,3,30,56,8,2,3,56
82,139,59,17,100,7,8,17,1,35,23,0,0,32,1,1,2,50
86,204,65,38,100,7,8,34,0,34,12,0,0,32,0,1,0,13
72,165,60,22,91,6,6,23,2,78,2,1,25,80,2,5,0,78
69,361,96,26,89,4,5,28,1,29,-7,0,29,57,5,3,0,64
63,134,58,6,100,6,8,6,0,33,6,0,94,100,3,1,1,80
66,293,67,13,93,6,6,14,3,36,0,3,90,97,3,3,2,100
66,132,70,22,96,6,6,25,1,48,1,1,87,32,3,1,3,100
63,380,125,16,71,4,6,17,1,18,0,1,66,32,4,1,3,50
85,425,109,36,100,7,8,35,1,14,4,1,5,32,3,1,0,36
78,266,89,5,100,6,8,5,0,40,1,1,7,88,2,1,0,75
63,136,73,16,94,6,6,16,2,19,0,7,98,32,5,1,4,100
64,32,14,6,83,6,6,6,4,67,4,1,49,56,2,2,1,100
58,71,36,9,78,4,6,9,1,67,0,3,93,82,1,2,1,100
60,155,53,16,81,4,6,16,0,44,5,0,79,32,5,1,2,86
81,165,67,36,100,7,8,33,4,22,9,0,7,33,6,3,0,75
83,158,80,34,100,7,8,10,3,21,11,0,3,32,5,3,0,35
77,318,172,16,100,7,8,17,2,29,0,0,48,100,9,2,2,92
78,173,93,25,92,4,6,26,0,35,16,0,4,34,4,2,0,44
80,315,114,12,83,6,6,13,0,50,14,0,18,70,3,2,0,83
76,42,32,4,100,7,8,4,0,75,20,0,0,67,0,2,2,67
81,192,40,12,100,7,8,12,2,29,-7,1,8,14,3,2,0,56
66,213,120,12,80,6,3,15,3,33,0,2,88,84,2,2,1,100
61,165,65,24,93,6,6,27,6,26,-7,3,68,99,14,3,3,85
70,183,23,6,100,6,8,6,1,33,-7,0,3,47,2,2,0,67
64,238,99,28,90,3,5,29,1,14,-7,1,2,96,2,1,0,18
71,172,74,18,95,6,6,19,3,16,4,1,55,36,4,2,2,89
57,257,81,11,40,1,3,15,1,40,0,1,11,32,3,1,0,57
69,117,34,8,89,6,6,9,1,78,0,3,0,94,0,3,2,75
59,114,47,20,86,4,6,22,1,55,0,1,69,91,4,5,1,90
69,146,47,16,84,6,5,19,3,58,3,1,1,52,2,4,1,60
68,104,45,42,98,6,2,43,4,42,11,0,38,53,10,6,2,73
67,245,110,20,87,4,6,23,0,17,0,0,40,6,6,2,1,64
67,95,64,13,100,6,8,13,0,85,-7,0,79,32,2,1,1,100
68,81,34,25,100,7,8,25,6,32,2,2,25,72,9,4,1,65
74,197,90,30,97,6,6,31,2,16,0,0,25,32,6,1,2,54
78,143,71,60,100,7,8,61,4,16,0,1,12,73,4,2,1,23
82,374,131,17,94,7,6,18,0,56,0,6,1,32,1,-8,0,33
81,289,106,25,96,6,6,39,2,31,3,1,16,75,5,2,0,47
59,31,14,13,100,7,8,14,4,14,-7,2,25,98,7,2,2,79
80,176,97,13,77,6,6,13,0,38,1,1,11,5,1,3,0,80
65,32,11,13,100,0,8,17,9,19,0,5,7,86,7,3,0,71
83,350,105,36,100,7,8,40,0,60,1,3,12,63,5,3,0,80
67,134,52,23,92,6,6,25,3,25,0,10,30,32,5,2,1,64
54,224,87,24,78,1,3,27,3,41,-7,1,30,32,10,1,0,85
76,219,66,22,100,7,8,24,2,25,0,0,24,92,3,3,1,35
62,141,42,12,92,6,6,13,4,54,2,4,54,87,5,3,1,100
61,60,41,19,100,7,8,21,0,38,0,0,89,32,5,1,4,100
68,256,71,34,97,5,6,35,4,23,0,7,69,99,9,3,3,80
84,308,125,27,100,7,8,27,1,37,-7,0,27,52,2,5,0,70
73,251,77,33,100,7,8,37,3,35,0,2,20,62,7,2,2,69
69,187,98,29,97,6,6,30,3,37,2,2,33,74,7,4,2,73
75,183,60,29,97,6,2,0,2,3,3,1,1,32,4,1,0,28
83,187,80,29,100,7,8,30,1,33,12,1,13,32,3,1,2,50
85,77,40,8,100,7,8,8,0,50,0,0,4,32,1,1,0,40
62,208,118,16,89,4,5,18,2,33,0,1,69,66,6,4,3,100
65,183,48,14,76,6,5,0,3,59,-7,5,16,67,2,6,0,90
70,131,64,12,57,6,5,14,3,50,4,1,3,67,1,2,2,50
82,132,55,18,100,7,8,19,2,47,0,0,21,55,1,4,2,63
65,300,112,8,64,6,2,11,0,45,23,0,12,76,2,2,0,57
90,190,94,15,100,7,8,15,1,27,3,1,3,32,1,1,0,67
73,327,107,32,97,6,6,32,4,31,10,0,43,52,5,4,1,69
64,261,62,27,76,4,5,39,3,28,-7,1,8,32,2,2,1,40
68,130,64,31,82,6,2,34,3,21,0,4,14,2,5,3,0,44
83,200,98,21,100,7,8,22,2,36,4,2,20,32,1,1,1,29
79,463,88,45,100,7,8,46,5,20,3,1,12,98,3,2,0,56
79,128,63,14,100,7,8,14,0,29,0,1,28,32,6,1,1,70
72,238,110,14,93,3,5,31,1,20,4,2,8,32,5,-8,0,56
68,122,63,20,91,4,6,23,0,65,0,1,0,49,0,6,2,86
84,127,72,8,100,7,8,8,0,75,6,0,13,52,1,4,0,100
66,151,71,22,87,4,6,23,2,43,-7,3,57,86,1,4,0,83
91,140,81,5,100,7,8,5,0,40,23,0,2,32,1,1,0,50
71,108,55,14,88,6,3,17,4,63,2,3,37,95,2,3,0,63
86,232,75,21,100,7,8,23,2,17,0,2,1,51,2,2,0,29
63,132,65,4,50,4,6,6,1,67,-7,0,0,56,0,2,0,75
80,181,100,17,100,7,8,17,0,6,0,2,16,32,2,1,1,80
88,392,85,23,100,7,8,76,2,25,6,0,7,32,3,1,0,50
57,165,71,38,98,4,6,48,3,44,0,10,89,72,12,3,6,88
76,177,80,13,85,6,6,13,0,54,0,1,42,32,2,1,0,60
72,25,22,5,100,7,8,6,0,67,10,0,62,83,20,2,2,100
61,170,78,18,71,5,2,21,3,57,0,0,111,90,4,3,3,100
60,100,57,36,92,4,6,36,2,61,0,1,50,75,6,3,1,90
71,183,161,6,86,6,5,0,0,29,-7,0,88,32,2,1,1,100
56,302,69,62,97,1,3,63,9,24,0,1,12,60,24,5,1,71
89,171,90,14,100,7,8,15,1,27,3,1,3,29,1,2,0,60
68,248,89,25,93,6,6,29,2,36,0,2,44,32,8,3,4,85
58,353,151,42,95,2,4,44,1,30,0,1,19,56,9,4,1,56
87,215,63,20,96,6,6,25,0,32,0,1,0,32,1,1,0,20
80,180,118,15,100,7,8,27,0,7,10,0,42,32,2,-8,1,33
55,171,65,52,98,4,6,54,1,69,1,2,83,56,6,12,2,90
87,300,140,12,100,7,8,13,0,31,0,0,15,32,1,1,2,50
87,273,78,22,100,7,8,22,0,23,0,1,4,32,2,2,0,44
70,275,110,28,68,6,3,44,3,55,-7,0,31,89,3,2,1,50
58,39,22,12,83,4,6,12,3,8,0,3,45,100,6,1,1,88
66,46,26,10,100,7,8,10,1,70,0,3,94,59,2,3,1,83
66,43,24,21,100,7,8,21,5,33,0,5,37,83,4,2,1,58
68,272,89,31,100,7,8,33,2,27,0,0,90,90,8,4,4,86
63,104,42,13,87,0,3,15,3,40,-7,4,41,100,5,6,0,85
76,381,120,18,89,6,3,19,2,42,-7,3,29,36,2,3,1,56
63,197,91,39,98,6,6,40,0,30,0,2,58,22,8,2,3,56
49,259,119,7,67,3,5,9,0,11,11,0,89,25,5,1,2,86
86,247,81,29,100,7,8,30,6,47,23,0,2,74,3,5,0,53
74,111,37,8,100,7,8,9,2,22,0,4,49,73,5,2,1,88
55,125,58,10,50,4,5,14,2,36,-7,1,56,71,4,4,2,89
65,115,49,18,100,7,8,21,1,30,0,1,56,81,7,2,3,82
80,378,163,20,100,7,8,21,0,29,17,0,45,63,8,2,1,83
56,176,63,34,86,4,6,35,4,60,0,8,48,90,5,3,3,62
60,280,122,22,91,4,6,23,0,35,0,0,34,64,6,2,3,80
73,59,23,13,100,7,8,13,4,8,9,0,46,32,3,1,1,63
68,196,36,25,100,7,8,20,7,14,-7,2,41,69,11,4,2,75
74,236,93,17,94,6,6,18,0,29,0,1,47,18,2,2,1,50
62,226,79,42,98,6,6,42,6,21,0,1,50,81,13,3,4,80
72,153,61,29,97,6,6,29,2,55,0,2,37,88,5,4,1,64
85,181,169,24,100,7,8,25,2,4,-7,1,7,32,3,-8,0,36
82,178,73,18,95,6,6,20,3,40,-7,4,4,44,3,2,0,63
57,191,99,20,65,0,2,23,0,26,0,0,27,66,4,2,0,50
64,287,68,28,93,6,6,29,6,24,0,5,37,90,8,2,1,67
86,153,77,19,100,7,8,21,0,43,0,1,8,92,1,4,0,83
71,183,43,15,93,6,6,15,1,53,-7,2,44,89,3,3,0,75
57,41,29,7,57,6,6,7,0,43,0,0,93,62,3,2,1,83
84,166,65,24,100,7,8,24,0,42,19,0,2,52,2,6,0,62
85,151,56,20,100,7,8,21,1,25,17,0,7,32,1,1,0,60
84,339,115,27,100,7,8,27,1,22,22,0,11,32,2,1,0,23
79,173,89,12,100,7,8,12,2,25,0,0,30,87,4,3,1,80
76,258,90,40,91,6,4,35,9,23,6,0,28,32,8,2,1,50
89,280,90,19,100,7,8,20,1,16,23,0,1,32,2,1,0,33
63,309,114,21,78,6,5,24,0,26,0,0,43,72,5,2,1,54
75,184,88,5,83,4,6,6,1,0,1,3,57,32,1,-8,0,33
88,496,184,12,100,7,8,12,0,25,23,0,5,32,2,1,0,60
68,178,99,24,100,7,8,25,0,56,1,2,86,69,5,3,3,80
79,289,81,19,100,7,8,20,1,32,5,0,67,55,2,1,1,50
55,186,96,42,84,0,5,45,1,11,-7,4,30,32,7,-8,0,44
54,248,58,25,96,6,6,28,5,29,0,4,81,32,9,2,6,92
74,36,80,20,100,7,8,1,0,15,-7,1,81,32,3,-8,2,67
65,115,43,19,90,4,6,20,1,50,-7,0,52,77,5,6,0,85
63,163,25,24,100,7,8,31,5,59,-7,1,101,90,6,6,4,100
70,162,82,15,100,7,8,20,2,45,-7,3,60,76,5,1,2,67
83,216,111,28,100,7,8,30,1,18,4,1,0,62,3,1,0,24
67,214,76,31,100,7,8,32,2,13,-7,0,11,32,6,1,0,37
67,152,89,19,90,6,5,20,0,60,0,0,94,53,1,2,1,100
59,134,83,8,42,4,5,12,0,67,0,3,77,32,1,1,1,100
79,111,67,40,100,7,8,5,1,12,-7,1,1,85,9,2,0,44
77,101,63,31,100,7,8,32,0,9,0,1,36,3,2,2,1,40
58,183,35,18,95,4,6,0,4,52,-7,0,10,104,2,7,0,75
83,186,79,25,100,7,8,25,1,20,0,1,15,32,3,1,0,57
87,384,82,17,100,7,8,20,2,17,11,0,1,53,2,1,0,38
66,346,90,30,94,6,2,31,5,26,0,3,65,86,7,3,6,79
73,261,101,14,82,4,5,17,2,29,-7,0,18,32,3,2,0,56
81,159,48,22,100,7,8,22,4,32,0,2,26,85,5,3,2,69
67,257,111,16,68,3,5,19,0,37,-7,1,17,56,4,2,0,60
67,77,36,14,100,7,8,14,0,14,1,1,53,32,6,1,2,78
67,267,70,36,100,7,8,36,0,36,0,5,50,32,6,1,3,44
77,180,92,16,94,6,6,25,0,56,23,0,32,50,2,2,1,67
64,33,18,6,88,6,3,6,2,50,0,4,15,92,1,2,0,75
80,285,80,10,100,7,8,29,0,40,18,0,45,32,2,1,0,100
79,272,102,24,100,7,8,24,0,13,7,0,34,32,4,1,1,42
77,53,24,13,100,7,8,13,4,46,-7,1,19,99,3,2,0,56
70,406,96,35,90,4,6,40,1,65,3,1,25,76,3,4,1,73
77,212,80,18,100,7,8,27,0,28,0,2,36,32,8,1,1,91
80,215,121,40,98,6,6,26,6,11,2,3,1,81,5,4,0,35
61,203,57,3,80,6,6,5,1,0,-7,0,104,32,3,-8,1,100
69,115,52,18,82,6,3,22,2,18,0,0,23,93,5,2,1,41
62,227,30,7,88,6,5,22,2,50,-7,0,96,32,4,1,1,100
70,127,52,20,100,7,8,19,1,50,1,11,77,97,1,3,1,57
73,55,33,7,100,7,8,7,1,86,0,1,62,71,20,2,2,100
73,238,101,44,87,4,2,50,2,13,0,2,5,32,4,1,0,29
83,174,142,13,100,7,8,14,1,36,0,3,0,82,0,2,0,33
85,251,85,24,100,7,8,29,1,41,1,1,5,32,3,1,1,42
55,106,51,18,76,0,2,22,3,57,3,1,22,38,4,2,0,67
56,72,28,6,88,6,2,8,3,25,-7,2,86,3,5,1,3,100
72,184,99,26,96,4,5,30,0,56,22,0,0,85,0,2,0,50
85,227,91,35,100,7,8,35,4,43,0,2,2,80,3,2,0,38
73,183,90,19,100,7,8,19,1,32,-7,0,6,52,1,2,0,50
76,222,80,34,97,6,6,36,3,22,0,4,6,62,6,5,0,55
83,161,75,26,100,7,8,26,2,15,0,0,10,85,3,2,0,50
85,515,139,15,100,7,8,15,1,47,0,0,28,32,3,1,0,67
83,240,94,19,100,7,8,19,2,47,0,0,21,88,3,2,0,83
82,163,84,15,100,7,8,17,0,53,9,0,29,89,2,2,0,67
70,186,75,35,87,6,2,24,4,16,1,2,26,33,4,2,1,33
85,189,89,17,100,7,8,18,0,29,4,1,14,32,3,2,0,56
78,406,165,8,89,6,6,9,1,11,0,1,30,32,4,-8,2,67
86,177,70,33,100,7,8,34,3,38,0,3,2,32,2,2,0,36
67,296,68,20,100,7,8,22,5,27,0,7,64,32,7,1,2,80
74,311,118,15,93,4,6,15,0,53,0,0,6,32,2,1,0,50
85,181,99,15,100,7,8,16,2,33,6,0,8,69,2,3,0,60
56,183,80,19,71,3,4,0,2,33,15,0,46,50,6,4,2,73
58,125,62,10,80,4,6,10,0,60,0,2,81,32,3,2,1,83
65,116,58,24,100,7,8,38,6,59,0,7,35,78,3,7,2,71
54,235,79,25,79,3,5,29,2,14,6,0,48,62,5,3,3,67
73,161,85,33,100,7,8,36,0,22,0,3,60,32,4,2,1,67
76,138,70,16,100,7,8,17,0,29,0,1,49,72,3,2,2,71
69,274,82,35,97,6,6,36,4,44,0,2,40,32,2,1,1,33
83,202,98,22,88,6,4,25,2,24,1,1,6,83,4,2,0,50
62,197,60,43,100,7,8,54,1,44,-7,1,103,70,14,11,4,100
63,161,45,37,100,7,8,39,6,18,0,1,41,84,20,2,2,96
61,83,40,22,96,4,6,23,4,26,3,1,50,32,7,2,1,69
81,181,69,29,97,5,6,36,1,78,-7,0,0,81,0,2,0,60
69,300,66,31,100,7,8,36,7,16,-7,1,44,51,9,3,2,60
82,308,109,38,100,7,8,44,2,50,3,1,1,84,4,1,1,38
75,140,56,21,100,7,8,22,1,27,0,1,20,63,3,2,1,56
81,325,117,20,95,6,5,21,3,52,10,0,3,31,2,2,0,63
63,203,78,40,98,6,6,42,4,55,-7,5,80,88,3,4,2,70
65,208,56,14,88,0,5,43,4,13,-7,4,14,32,5,1,3,55
73,385,87,20,95,4,6,20,1,15,0,0,28,32,4,1,0,36
87,208,63,42,100,7,8,42,2,26,0,0,9,70,5,3,0,56
82,354,67,13,100,7,8,15,3,13,1,1,14,32,2,1,0,43
66,246,86,26,79,6,5,28,2,61,0,0,28,67,3,4,1,78
82,476,113,25,100,7,8,25,3,8,-7,3,0,98,4,1,1,29
89,125,69,7,100,7,8,4,0,14,23,0,4,32,2,1,0,100
78,125,79,30,97,6,4,23,3,26,6,0,7,32,2,1,0,23
69,404,168,12,79,1,3,15,0,29,8,0,55,32,2,1,1,67
81,125,79,10,100,7,8,10,0,30,23,0,25,32,3,1,1,80
63,129,50,6,75,3,2,12,2,33,0,4,17,32,2,1,0,75
68,90,52,14,88,6,2,16,1,75,-7,1,55,78,2,11,1,93
74,156,51,14,100,7,8,15,3,47,0,4,31,69,3,2,0,83
66,172,90,44,100,7,8,48,1,38,-7,2,65,85,12,2,8,82
67,235,39,11,91,4,6,30,3,27,-7,1,47,78,3,2,0,71
77,414,109,15,94,6,2,16,1,19,4,1,9,32,2,-8,0,29
74,41,20,9,100,7,8,9,3,11,0,1,18,81,4,1,0,63
76,417,103,24,100,6,8,28,2,7,1,1,2,32,3,-8,0,21
87,137,79,28,100,7,8,32,1,56,0,2,11,14,1,3,0,57
79,246,108,21,100,7,8,22,2,18,1,2,18,32,7,1,2,62
72,195,128,16,78,4,6,18,2,50,0,1,11,78,4,1,0,83
54,68,23,5,83,4,6,6,3,33,0,0,66,81,3,2,1,83
63,105,67,22,76,4,2,25,1,48,0,2,11,75,3,3,0,86
68,374,72,21,95,4,6,22,5,36,0,0,45,79,5,2,1,70
86,203,76,17,100,7,8,17,2,24,0,0,4,70,4,3,0,58
65,227,90,24,100,0,8,29,3,44,0,2,2,32,2,5,0,47
64,60,26,6,86,3,5,7,1,43,0,0,95,32,2,1,0,75
89,241,81,15,100,7,8,18,0,40,12,0,9,32,1,1,0,50
83,302,99,28,100,7,8,28,1,18,-7,0,12,79,3,2,1,50
86,383,164,35,100,7,8,21,1,9,10,0,0,30,8,2,0,48
72,199,84,15,94,6,2,19,3,47,0,3,10,32,4,-8,0,56
63,124,17,6,100,7,8,10,9,40,-7,3,45,98,4,4,2,90
62,135,59,15,81,4,6,16,1,81,0,11,13,59,2,4,0,100
90,243,103,19,100,7,8,20,3,30,-7,1,4,85,2,2,0,29
64,104,61,38,100,7,8,38,1,29,23,0,74,98,10,4,6,88
73,104,39,18,100,7,8,18,4,33,0,0,33,69,5,6,0,92
77,296,98,45,100,7,8,45,1,16,-7,2,12,32,7,1,2,36
63,298,90,30,67,3,5,25,3,21,2,6,15,43,16,4,1,80
73,190,68,37,100,7,8,41,0,7,0,0,41,32,14,1,7,63
66,84,54,2,25,6,5,4,0,25,0,3,97,32,1,1,1,100
70,260,45,13,100,7,8,13,3,31,-7,0,90,50,4,2,1,86
62,84,45,28,93,5,6,30,4,60,0,11,68,62,8,5,0,87
62,251,92,41,98,0,6,53,0,15,0,3,83,32,17,1,11,72
64,233,89,39,100,7,8,39,1,33,0,1,63,82,7,7,3,78
65,305,74,18,60,6,2,25,2,48,0,1,8,98,1,2,0,60
87,183,108,29,100,7,8,0,0,41,4,5,5,63,3,3,0,67
45,341,75,25,85,3,5,48,3,35,1,1,89,32,8,1,4,83
89,312,112,14,100,7,8,16,2,38,9,0,3,32,4,1,0,71
44,90,51,9,47,0,2,16,0,38,0,3,82,81,4,3,1,88
72,197,64,24,100,7,8,24,2,33,4,1,25,83,8,3,2,65
64,231,107,31,94,4,6,32,2,25,5,1,23,75,10,2,2,67
73,105,71,24,92,6,6,25,3,4,0,0,47,32,4,1,4,38
63,218,90,13,74,6,5,19,3,26,0,1,56,84,5,3,1,89
82,129,58,13,100,7,8,14,3,57,0,1,32,75,3,4,2,88
75,300,124,22,100,7,8,23,0,39,0,0,57,32,4,1,1,100
68,346,94,26,96,6,6,28,2,57,2,3,85,68,3,5,2,90
62,77,30,26,100,7,8,26,2,62,0,8,52,85,5,16,2,95
70,166,82,26,79,6,5,28,0,29,1,1,42,87,7,2,0,45
55,206,77,30,91,4,2,36,2,23,3,1,66,52,5,1,2,100
74,145,76,16,88,6,6,17,1,47,23,0,28,94,4,1,1,100
86,138,97,18,100,7,8,18,0,61,23,0,24,32,2,1,0,60
74,160,52,16,100,7,8,16,4,56,-7,2,54,45,5,2,1,88
68,263,99,28,93,6,6,34,0,23,2,1,68,82,12,3,5,88
63,27,16,8,100,7,8,8,3,100,0,0,62,89,20,4,2,100
56,95,24,15,100,7,8,19,4,44,4,1,73,87,5,6,2,85
54,246,102,32,88,4,6,34,1,24,0,3,65,32,10,1,3,79
57,321,75,11,75,4,6,12,1,17,1,1,102,32,6,1,5,100
83,395,181,25,92,6,6,25,0,36,23,0,16,68,5,2,0,47
77,187,74,37,100,7,8,37,0,14,0,0,35,32,4,1,2,38
69,108,60,30,100,7,8,30,1,30,0,1,71,68,7,4,4,100
54,316,116,16,57,2,4,21,0,14,0,2,28,32,4,-8,0,50
81,119,55,7,100,7,8,7,1,57,0,3,0,90,0,2,0,67
68,86,27,11,92,0,2,12,3,50,0,1,0,95,0,3,2,50
76,183,45,17,100,7,8,0,3,25,0,3,6,32,3,4,2,64
87,188,79,24,100,7,8,25,3,36,4,2,1,32,3,1,0,44
62,164,64,21,86,4,6,21,1,19,0,0,70,52,5,1,1,75
56,4,4,1,100,7,8,2,1,100,0,2,62,100,20,1,2,100
55,114,59,19,89,4,6,19,1,53,0,1,97,90,8,2,6,100
83,265,90,17,100,7,8,17,2,18,4,1,18,32,4,2,0,75
59,219,70,9,62,5,2,8,2,8,-7,1,45,32,5,1,3,100
74,172,82,14,81,4,6,16,2,38,0,2,3,32,2,1,0,43
90,246,81,9,100,7,8,9,1,11,13,0,10,32,2,-8,0,50
87,42,120,12,100,7,8,12,0,33,23,0,41,32,1,1,0,50
85,156,66,27,100,7,8,28,2,39,13,0,2,88,4,3,1,80
68,205,158,13,100,7,8,14,1,14,-7,2,65,32,8,-8,2,89
78,281,75,33,100,7,8,36,5,33,2,5,24,95,4,3,1,64
62,163,54,42,91,6,5,45,3,57,0,7,35,52,3,6,1,56
70,54,98,26,82,4,6,2,3,21,0,2,7,96,4,2,0,35
58,194,83,23,85,2,4,26,2,35,0,0,72,95,9,2,3,92
73,156,60,19,95,4,6,20,2,30,0,0,53,32,4,1,1,56
82,195,100,38,100,7,8,40,0,35,23,0,32,32,5,2,1,54
82,115,57,19,95,6,5,21,2,24,0,6,9,32,2,-8,0,20
86,144,93,7,100,7,8,7,0,29,23,0,12,32,2,-8,0,67
74,185,79,25,100,7,8,25,3,44,0,1,47,93,7,3,2,67
72,254,106,23,92,6,5,15,0,42,0,7,45,15,2,4,0,60
87,165,79,14,100,7,8,15,4,20,4,1,3,32,1,1,0,33
87,266,137,24,100,7,8,3,0,40,21,0,4,32,4,2,0,46
78,368,74,42,98,5,6,43,3,49,0,3,10,19,8,2,0,67
78,208,112,16,94,4,6,17,0,76,-7,0,0,32,0,1,0,50
59,127,44,13,92,0,6,15,0,20,2,2,98,39,7,2,6,100
82,207,94,15,100,5,8,16,0,44,0,1,31,59,4,2,0,100
65,99,46,24,100,7,8,24,2,33,0,2,51,67,7,2,2,64
58,109,62,15,93,4,6,15,1,27,0,1,73,47,5,3,2,80
59,146,78,13,76,6,5,17,1,41,0,1,124,87,4,1,3,100
63,165,73,23,88,4,6,25,5,56,3,1,36,28,6,5,1,85
82,258,104,7,100,7,8,7,0,43,0,0,60,63,2,1,0,100
80,268,113,42,100,7,8,42,1,19,12,0,12,32,6,1,1,42
72,73,36,7,100,7,8,7,1,57,-7,1,45,63,1,3,1,80
85,261,110,19,95,6,6,19,0,21,0,0,0,82,1,2,0,25
60,53,32,5,71,6,2,7,0,57,3,6,4,32,1,1,0,67
73,138,76,5,75,6,4,8,1,63,0,2,0,92,0,2,2,67
84,80,74,24,100,7,8,2,0,21,1,2,14,32,2,1,0,43
72,139,51,11,91,6,6,11,2,91,0,0,62,80,20,3,2,100
66,121,110,27,100,7,8,17,1,37,-7,0,68,93,8,2,3,77
87,195,207,20,100,7,8,21,0,29,-7,0,11,32,2,-8,0,50
86,153,74,16,100,7,8,17,0,41,21,0,13,32,1,1,0,33
70,159,62,29,86,4,6,29,6,48,-7,1,9,69,2,6,2,57
86,137,75,24,100,7,8,25,2,36,0,3,7,73,2,2,0,50
80,318,74,22,100,6,8,22,5,77,0,8,7,91,2,3,0,83
79,150,59,27,100,7,8,27,1,33,2,4,8,77,2,3,0,50
62,207,50,44,96,4,6,46,11,50,0,6,15,94,12,3,1,68
73,397,113,40,98,6,6,41,5,37,10,0,26,79,8,4,0,71
83,187,59,19,100,7,8,32,2,37,0,3,6,93,5,1,0,75
55,590,185,29,90,4,5,31,4,19,0,1,55,32,10,-8,3,69
78,281,98,44,100,7,8,48,4,31,0,1,24,19,7,1,2,50
68,195,70,41,98,6,4,45,6,71,2,3,74,83,6,7,3,100
82,273,103,28,100,7,8,32,1,31,1,1,2,32,4,3,0,50
73,300,143,12,77,4,6,13,0,23,0,2,7,66,3,1,0,67
87,270,98,29,100,7,8,29,0,7,5,0,0,32,0,-8,0,0
76,93,52,35,100,7,8,35,4,40,2,3,12,98,5,4,0,60
60,159,69,15,73,4,6,22,1,33,13,0,62,42,4,3,2,88
80,296,87,31,100,7,8,30,2,16,16,0,11,46,8,2,0,56
86,275,87,18,100,7,8,18,0,33,0,0,8,32,4,-8,0,50
